bandwidth_saved_percent,compression_ratio,detector_retention,energy_j,image,keep_ratio,lpips,method,object_retention,psnr,region_preservation,relevance_retention,semantic_utility_score,ssim
99.07,107.5715,0.686524,6.730204,datasets\sentinel2_100_patch\images\sentinel2_cems_0014.png,0.7,0.599808,utility_aware_70,1.0,20.7374,0.26461,0.717922,74.4655,0.689
99.0,99.9927,0.643506,7.048283,datasets\sentinel2_100_patch\images\sentinel2_cems_0014.png,0.8,0.596607,utility_aware_80,1.0,21.5983,0.280844,0.683718,72.223,0.7179
98.93,93.3731,0.767618,7.032023,datasets\sentinel2_100_patch\images\sentinel2_cems_0014.png,0.9,0.599554,utility_aware_90,1.0,22.6583,0.313312,0.784607,79.53,0.7461
98.92,92.2729,1.0,7.176801,datasets\sentinel2_100_patch\images\sentinel2_cems_0014.png,1.0,0.609655,utility_aware_100,1.0,27.8033,1.0,1.0,100.0,0.7954
99.75,401.5152,0.307614,7.14462,datasets\sentinel2_100_patch\images\sentinel2_cems_0015.png,0.1,0.704129,utility_aware_10,1.0,10.9166,0.110957,0.288761,49.1893,0.1419
99.63,269.7825,0.454103,6.924718,datasets\sentinel2_100_patch\images\sentinel2_cems_0015.png,0.2,0.666963,utility_aware_20,1.0,12.002,0.350902,0.442851,60.5302,0.2834
99.52,209.4862,0.549703,6.963925,datasets\sentinel2_100_patch\images\sentinel2_cems_0015.png,0.3,0.645325,utility_aware_30,1.0,13.0362,0.39251,0.541847,66.7501,0.405
99.43,174.3943,0.656027,7.010552,datasets\sentinel2_100_patch\images\sentinel2_cems_0015.png,0.4,0.632355,utility_aware_40,1.0,13.9038,0.533981,0.648953,74.5599,0.4993
99.34,150.646,0.752302,7.44186,datasets\sentinel2_100_patch\images\sentinel2_cems_0015.png,0.5,0.626728,utility_aware_50,1.0,14.7638,0.632455,0.745261,81.3218,0.576
99.26,134.5799,0.807556,6.997928,datasets\sentinel2_100_patch\images\sentinel2_cems_0015.png,0.6,0.622011,utility_aware_60,1.0,15.8201,0.592233,0.800847,84.2415,0.6506
99.18,121.8136,0.824823,7.028822,datasets\sentinel2_100_patch\images\sentinel2_cems_0015.png,0.7,0.619617,utility_aware_70,1.0,16.6692,0.563107,0.820041,85.0248,0.7013
99.12,113.116,0.935313,7.088578,datasets\sentinel2_100_patch\images\sentinel2_cems_0015.png,0.8,0.619015,utility_aware_80,1.0,18.0582,0.909847,0.927273,95.0565,0.7533
99.06,106.7375,1.0,7.099903,datasets\sentinel2_100_patch\images\sentinel2_cems_0015.png,0.9,0.621055,utility_aware_90,1.0,18.9099,1.0,1.0,100.0,0.7843
99.05,105.4059,1.0,7.044,datasets\sentinel2_100_patch\images\sentinel2_cems_0015.png,1.0,0.628601,utility_aware_100,1.0,19.548,1.0,1.0,100.0,0.8022
99.7,330.2938,0.467211,5.989272,datasets\sentinel2_100_patch\images\sentinel2_cems_0016.png,0.1,0.678277,utility_aware_10,0.6,16.5267,1.0,0.484907,56.3866,0.4113
99.55,220.5073,0.562698,6.42548,datasets\sentinel2_100_patch\images\sentinel2_cems_0016.png,0.2,0.624082,utility_aware_20,1.0,17.3887,1.0,0.583012,74.1682,0.4936
99.42,172.0103,0.620426,6.487128,datasets\sentinel2_100_patch\images\sentinel2_cems_0016.png,0.3,0.611367,utility_aware_30,1.0,18.0506,1.0,0.64684,77.7538,0.5492
99.32,146.6132,0.645766,6.504081,datasets\sentinel2_100_patch\images\sentinel2_cems_0016.png,0.4,0.59843,utility_aware_40,1.0,18.8705,1.0,0.677213,79.3749,0.6045
99.23,129.2692,0.674636,6.85324,datasets\sentinel2_100_patch\images\sentinel2_cems_0016.png,0.5,0.588047,utility_aware_50,1.0,20.5482,1.0,0.711825,81.222,0.6712
99.14,115.996,0.655431,6.641249,datasets\sentinel2_100_patch\images\sentinel2_cems_0016.png,0.6,0.585017,utility_aware_60,1.0,20.9899,1.0,0.690752,80.0323,0.6934
99.06,106.198,0.622875,7.065962,datasets\sentinel2_100_patch\images\sentinel2_cems_0016.png,0.7,0.580875,utility_aware_70,1.0,21.6737,1.0,0.656085,78.0367,0.7215
98.99,98.7534,0.594297,7.246977,datasets\sentinel2_100_patch\images\sentinel2_cems_0016.png,0.8,0.578768,utility_aware_80,1.0,21.9434,0.95,0.623485,75.7416,0.7358
98.93,93.6516,0.592881,7.329762,datasets\sentinel2_100_patch\images\sentinel2_cems_0016.png,0.9,0.579793,utility_aware_90,1.0,22.8874,0.7,0.614836,73.0119,0.7669
98.93,93.5579,0.851461,7.095676,datasets\sentinel2_100_patch\images\sentinel2_cems_0016.png,1.0,0.594431,utility_aware_100,1.0,26.7549,0.8,0.874539,89.5492,0.8099
99.75,396.2509,0.252436,6.44816,datasets\sentinel2_100_patch\images\sentinel2_cems_0017.png,0.1,0.682227,utility_aware_10,1.0,11.4195,0.05957,0.241717,45.5275,0.1694
99.63,267.6821,0.30334,6.883946,datasets\sentinel2_100_patch\images\sentinel2_cems_0017.png,0.2,0.638182,utility_aware_20,1.0,12.2839,0.083984,0.292472,48.8229,0.2811
99.52,207.219,0.413844,6.742548,datasets\sentinel2_100_patch\images\sentinel2_cems_0017.png,0.3,0.618797,utility_aware_30,1.0,13.0383,0.144531,0.398088,55.9608,0.3798
99.42,171.6692,0.506474,6.980388,datasets\sentinel2_100_patch\images\sentinel2_cems_0017.png,0.4,0.609593,utility_aware_40,1.0,13.9486,0.271484,0.505147,63.0767,0.4779
99.34,151.1666,0.571072,6.940518,datasets\sentinel2_100_patch\images\sentinel2_cems_0017.png,0.5,0.602785,utility_aware_50,1.0,14.9428,0.30957,0.571275,67.3641,0.5638
99.26,134.9118,0.643433,7.034235,datasets\sentinel2_100_patch\images\sentinel2_cems_0017.png,0.6,0.591912,utility_aware_60,1.0,15.8304,0.335938,0.624569,71.5881,0.6341
99.19,123.333,0.694646,6.87551,datasets\sentinel2_100_patch\images\sentinel2_cems_0017.png,0.7,0.589053,utility_aware_70,1.0,16.7478,0.334961,0.675071,74.6369,0.6966
99.12,113.8779,0.80877,6.960462,datasets\sentinel2_100_patch\images\sentinel2_cems_0017.png,0.8,0.58428,utility_aware_80,1.0,18.1942,0.570312,0.795995,83.9738,0.7603
99.07,107.1328,0.807836,7.020454,datasets\sentinel2_100_patch\images\sentinel2_cems_0017.png,0.9,0.579189,utility_aware_90,1.0,19.0617,0.524414,0.791636,83.3903,0.7957
99.05,105.7107,0.992423,7.008136,datasets\sentinel2_100_patch\images\sentinel2_cems_0017.png,1.0,0.57982,utility_aware_100,1.0,19.808,0.924805,0.974106,98.4271,0.8163
99.69,321.8599,0.033811,5.832087,datasets\sentinel2_100_patch\images\sentinel2_cems_0018.png,0.1,0.752604,utility_aware_10,0.083333,12.2936,0.068627,0.034475,5.2282,0.1606
99.54,217.7379,0.183148,5.990013,datasets\sentinel2_100_patch\images\sentinel2_cems_0018.png,0.2,0.701259,utility_aware_20,0.5,13.4148,0.509804,0.18209,31.0658,0.3039
99.41,168.204,0.318367,6.296914,datasets\sentinel2_100_patch\images\sentinel2_cems_0018.png,0.3,0.66127,utility_aware_30,0.583333,14.325,0.833333,0.318095,44.9299,0.4006
99.29,140.2748,0.56716,6.584014,datasets\sentinel2_100_patch\images\sentinel2_cems_0018.png,0.4,0.629595,utility_aware_40,0.75,15.4924,0.980392,0.563451,66.2593,0.5042
99.17,120.8162,0.838885,6.57264,datasets\sentinel2_100_patch\images\sentinel2_cems_0018.png,0.5,0.602613,utility_aware_50,0.916667,17.0433,1.0,0.832152,87.6985,0.6111
99.06,106.6514,0.924214,6.660371,datasets\sentinel2_100_patch\images\sentinel2_cems_0018.png,0.6,0.583267,utility_aware_60,0.916667,17.5311,1.0,0.921753,92.9036,0.6422
98.96,95.9067,1.0,6.655337,datasets\sentinel2_100_patch\images\sentinel2_cems_0018.png,0.7,0.566174,utility_aware_70,0.916667,19.047,1.0,1.0,97.5,0.7106
98.87,88.4814,1.0,6.978707,datasets\sentinel2_100_patch\images\sentinel2_cems_0018.png,0.8,0.550188,utility_aware_80,0.916667,20.8896,1.0,1.0,97.5,0.7716
98.8,83.0779,1.0,7.121666,datasets\sentinel2_100_patch\images\sentinel2_cems_0018.png,0.9,0.540851,utility_aware_90,0.916667,22.788,1.0,1.0,97.5,0.8123
98.78,82.0634,1.0,7.249679,datasets\sentinel2_100_patch\images\sentinel2_cems_0018.png,1.0,0.535096,utility_aware_100,0.75,25.1112,1.0,1.0,92.5,0.8466
99.74,380.5315,0.807338,6.871542,datasets\sentinel2_100_patch\images\sentinel2_cems_0019.png,0.1,0.803812,utility_aware_10,1.0,14.6532,0.166992,0.777188,79.5072,0.4198
99.61,254.5899,0.780133,6.68018,datasets\sentinel2_100_patch\images\sentinel2_cems_0019.png,0.2,0.79148,utility_aware_20,1.0,15.2242,0.09082,0.74999,77.1133,0.5237
99.5,198.9366,0.844981,6.938358,datasets\sentinel2_100_patch\images\sentinel2_cems_0019.png,0.3,0.776366,utility_aware_30,1.0,15.9709,0.09375,0.813577,81.0083,0.601
99.4,167.5289,0.761594,6.799361,datasets\sentinel2_100_patch\images\sentinel2_cems_0019.png,0.4,0.766068,utility_aware_40,1.0,16.5978,0.045898,0.736027,75.6433,0.6572
99.31,145.5095,0.773161,6.832531,datasets\sentinel2_100_patch\images\sentinel2_cems_0019.png,0.5,0.754511,utility_aware_50,1.0,17.0224,0.066406,0.756413,76.7187,0.6867
99.24,130.8628,0.677631,6.885508,datasets\sentinel2_100_patch\images\sentinel2_cems_0019.png,0.6,0.746076,utility_aware_60,1.0,17.5481,0.038086,0.665667,70.7994,0.7196
99.16,119.1589,0.605926,7.062214,datasets\sentinel2_100_patch\images\sentinel2_cems_0019.png,0.7,0.735408,utility_aware_70,1.0,17.9178,0.020508,0.613095,66.704,0.7411
99.1,110.913,0.576596,6.978345,datasets\sentinel2_100_patch\images\sentinel2_cems_0019.png,0.8,0.723903,utility_aware_80,1.0,18.322,0.026367,0.582827,64.984,0.7677
99.05,104.7464,0.658728,7.01246,datasets\sentinel2_100_patch\images\sentinel2_cems_0019.png,0.9,0.709992,utility_aware_90,1.0,18.7745,0.087891,0.662244,70.4729,0.7949
99.0,100.0988,0.745328,6.966187,datasets\sentinel2_100_patch\images\sentinel2_cems_0019.png,1.0,0.690179,utility_aware_100,1.0,19.5342,0.158203,0.739148,76.1781,0.8303
99.76,423.8677,0.23101,6.341148,datasets\sentinel2_100_patch\images\sentinel2_cems_0020.png,0.1,0.835703,utility_aware_10,1.0,10.8778,0.057617,0.223333,44.2833,0.1591
99.65,282.7775,0.372882,6.574111,datasets\sentinel2_100_patch\images\sentinel2_cems_0020.png,0.2,0.809929,utility_aware_20,1.0,12.0664,0.166992,0.369578,53.9768,0.3328
99.55,221.8475,0.423301,6.555125,datasets\sentinel2_100_patch\images\sentinel2_cems_0020.png,0.3,0.783356,utility_aware_30,1.0,13.2754,0.173828,0.422563,57.1216,0.4861
99.47,187.2291,0.497258,6.666542,datasets\sentinel2_100_patch\images\sentinel2_cems_0020.png,0.4,0.781407,utility_aware_40,1.0,14.3423,0.168945,0.497022,61.5202,0.5896
99.38,162.5684,0.544685,6.637684,datasets\sentinel2_100_patch\images\sentinel2_cems_0020.png,0.5,0.756244,utility_aware_50,1.0,15.293,0.143555,0.545146,64.1258,0.6608
99.31,145.2414,0.590382,6.731649,datasets\sentinel2_100_patch\images\sentinel2_cems_0020.png,0.6,0.733707,utility_aware_60,1.0,16.2128,0.135742,0.593548,66.8436,0.7121
99.24,131.4526,0.609104,6.831549,datasets\sentinel2_100_patch\images\sentinel2_cems_0020.png,0.7,0.717522,utility_aware_70,1.0,17.0938,0.112305,0.614672,67.7806,0.748
99.17,119.7924,0.705645,6.913505,datasets\sentinel2_100_patch\images\sentinel2_cems_0020.png,0.8,0.710539,utility_aware_80,1.0,17.9273,0.147461,0.712138,73.9432,0.7776
99.1,111.2721,0.71148,7.432594,datasets\sentinel2_100_patch\images\sentinel2_cems_0020.png,0.9,0.703952,utility_aware_90,1.0,18.4505,0.148438,0.723655,74.4167,0.7915
99.07,107.5756,0.747263,7.214649,datasets\sentinel2_100_patch\images\sentinel2_cems_0020.png,1.0,0.707721,utility_aware_100,1.0,18.6882,0.188477,0.75526,76.8805,0.7966
99.72,362.4059,0.176567,6.000101,datasets\sentinel2_100_patch\images\sentinel2_cems_0021.png,0.1,0.771013,utility_aware_10,0.5,14.0084,0.069444,0.179872,26.3546,0.2293
99.59,244.7663,0.262383,6.094233,datasets\sentinel2_100_patch\images\sentinel2_cems_0021.png,0.2,0.732903,utility_aware_20,1.0,14.7211,0.12963,0.271585,47.2233,0.3512
99.47,189.1335,0.331258,6.191831,datasets\sentinel2_100_patch\images\sentinel2_cems_0021.png,0.3,0.703205,utility_aware_30,1.0,15.6513,0.152778,0.347008,51.7182,0.4575
99.37,157.9889,0.415701,6.382525,datasets\sentinel2_100_patch\images\sentinel2_cems_0021.png,0.4,0.676835,utility_aware_40,1.0,16.6461,0.12963,0.434688,56.6181,0.5441
99.27,136.7333,0.730512,6.467692,datasets\sentinel2_100_patch\images\sentinel2_cems_0021.png,0.5,0.667732,utility_aware_50,1.0,18.3799,0.731481,0.761645,81.7682,0.6332
99.18,121.3149,0.675113,6.6129,datasets\sentinel2_100_patch\images\sentinel2_cems_0021.png,0.6,0.660409,utility_aware_60,1.0,19.399,0.601852,0.711432,77.2517,0.6733
99.09,109.9538,0.627434,6.604374,datasets\sentinel2_100_patch\images\sentinel2_cems_0021.png,0.7,0.653372,utility_aware_70,1.0,20.4097,0.49537,0.664478,73.3406,0.7003
99.01,100.9925,0.915609,6.696674,datasets\sentinel2_100_patch\images\sentinel2_cems_0021.png,0.8,0.648191,utility_aware_80,1.0,21.4752,0.851852,0.950104,94.145,0.7193
98.95,95.0738,0.964726,6.690818,datasets\sentinel2_100_patch\images\sentinel2_cems_0021.png,0.9,0.649192,utility_aware_90,1.0,23.2888,1.0,0.99363,98.4616,0.7472
98.93,93.3141,1.0,6.617021,datasets\sentinel2_100_patch\images\sentinel2_cems_0021.png,1.0,0.645348,utility_aware_100,1.0,25.5199,1.0,1.0,100.0,0.7782
99.75,405.4163,0.128109,6.60782,datasets\sentinel2_100_patch\images\sentinel2_cems_0022.png,0.1,0.831868,utility_aware_10,0.5,10.6877,0.018555,0.128967,22.8893,0.1999
99.64,274.9885,0.24864,6.61002,datasets\sentinel2_100_patch\images\sentinel2_cems_0022.png,0.2,0.768545,utility_aware_20,1.0,12.0834,0.044922,0.243833,45.2715,0.4143
99.53,210.9156,0.368018,7.02085,datasets\sentinel2_100_patch\images\sentinel2_cems_0022.png,0.3,0.737295,utility_aware_30,1.0,13.2313,0.091797,0.352711,52.6929,0.5548
99.43,174.961,0.4797,7.178118,datasets\sentinel2_100_patch\images\sentinel2_cems_0022.png,0.4,0.716736,utility_aware_40,1.0,14.452,0.166992,0.472048,60.2989,0.6592
99.33,149.1967,0.635676,7.10966,datasets\sentinel2_100_patch\images\sentinel2_cems_0022.png,0.5,0.705174,utility_aware_50,1.0,15.6507,0.226562,0.616035,70.0133,0.731
99.24,131.1896,0.655743,7.257977,datasets\sentinel2_100_patch\images\sentinel2_cems_0022.png,0.6,0.69675,utility_aware_60,1.0,17.0855,0.201172,0.633783,70.9171,0.7918
99.15,117.6848,0.638091,7.358117,datasets\sentinel2_100_patch\images\sentinel2_cems_0022.png,0.7,0.688857,utility_aware_70,1.0,18.3982,0.163086,0.640405,69.9626,0.832
99.08,109.2338,0.735995,7.10893,datasets\sentinel2_100_patch\images\sentinel2_cems_0022.png,0.8,0.682092,utility_aware_80,1.0,19.3094,0.205078,0.720059,75.8918,0.8554
99.03,102.9605,0.718012,7.015443,datasets\sentinel2_100_patch\images\sentinel2_cems_0022.png,0.9,0.678542,utility_aware_90,1.0,19.8897,0.171875,0.706572,74.5707,0.8677
98.99,99.2946,0.805536,6.992196,datasets\sentinel2_100_patch\images\sentinel2_cems_0022.png,1.0,0.676675,utility_aware_100,1.0,20.1487,0.271484,0.796376,80.8638,0.8724
99.74,383.0086,0.053662,5.750125,datasets\sentinel2_100_patch\images\sentinel2_cems_0023.png,0.1,0.823889,utility_aware_10,0.107143,9.6261,0.051447,0.052293,6.9211,0.1214
99.61,257.9976,0.206475,6.003131,datasets\sentinel2_100_patch\images\sentinel2_cems_0023.png,0.2,0.757674,utility_aware_20,0.428571,10.4023,0.247588,0.19762,27.5444,0.2426
99.49,197.6865,0.35048,6.394614,datasets\sentinel2_100_patch\images\sentinel2_cems_0023.png,0.3,0.726104,utility_aware_30,0.75,11.4649,0.376206,0.340401,47.0893,0.3728
99.39,164.2815,0.567442,6.498622,datasets\sentinel2_100_patch\images\sentinel2_cems_0023.png,0.4,0.700769,utility_aware_40,0.857143,12.6839,0.836013,0.549746,67.767,0.4948
99.29,140.6455,0.754927,6.661387,datasets\sentinel2_100_patch\images\sentinel2_cems_0023.png,0.5,0.675434,utility_aware_50,0.964286,14.1417,1.0,0.738487,83.8954,0.6014
99.2,124.7693,0.883617,6.687171,datasets\sentinel2_100_patch\images\sentinel2_cems_0023.png,0.6,0.658982,utility_aware_60,0.928571,15.3813,1.0,0.874862,90.699,0.675
99.11,112.1138,1.0,6.697435,datasets\sentinel2_100_patch\images\sentinel2_cems_0023.png,0.7,0.656963,utility_aware_70,0.892857,17.3369,1.0,1.0,96.7857,0.7553
99.02,102.3761,1.0,6.732045,datasets\sentinel2_100_patch\images\sentinel2_cems_0023.png,0.8,0.65006,utility_aware_80,0.964286,18.8596,1.0,1.0,98.9286,0.8021
98.94,94.7643,1.0,7.037537,datasets\sentinel2_100_patch\images\sentinel2_cems_0023.png,0.9,0.642861,utility_aware_90,1.0,19.9445,1.0,1.0,100.0,0.8274
98.91,91.8402,1.0,7.16203,datasets\sentinel2_100_patch\images\sentinel2_cems_0023.png,1.0,0.642863,utility_aware_100,0.964286,23.0011,1.0,1.0,98.9286,0.8671
99.74,383.6823,0.25998,6.645182,datasets\sentinel2_100_patch\images\sentinel2_cems_0024.png,0.1,0.806334,utility_aware_10,0.619048,10.2228,0.207349,0.268172,36.4075,0.2192
99.61,255.3775,0.463294,6.592431,datasets\sentinel2_100_patch\images\sentinel2_cems_0024.png,0.2,0.772887,utility_aware_20,1.0,11.5944,0.519685,0.481165,63.3519,0.3632
99.49,197.9812,0.643444,7.038318,datasets\sentinel2_100_patch\images\sentinel2_cems_0024.png,0.3,0.765816,utility_aware_30,1.0,12.4237,0.884514,0.661749,77.8179,0.4405
99.4,165.5928,0.847591,7.133475,datasets\sentinel2_100_patch\images\sentinel2_cems_0024.png,0.4,0.759723,utility_aware_40,1.0,13.6371,1.0,0.868464,91.2729,0.5264
99.3,143.1533,0.920386,6.923801,datasets\sentinel2_100_patch\images\sentinel2_cems_0024.png,0.5,0.755889,utility_aware_50,0.904762,14.578,1.0,0.95802,93.1187,0.5804
99.21,126.1838,0.997886,6.689484,datasets\sentinel2_100_patch\images\sentinel2_cems_0024.png,0.6,0.746641,utility_aware_60,0.761905,16.0101,1.0,1.0,92.7726,0.6433
99.12,114.0358,1.0,6.76236,datasets\sentinel2_100_patch\images\sentinel2_cems_0024.png,0.7,0.736587,utility_aware_70,0.714286,17.5545,1.0,1.0,91.4286,0.6986
99.05,104.9827,1.0,6.824361,datasets\sentinel2_100_patch\images\sentinel2_cems_0024.png,0.8,0.726667,utility_aware_80,0.761905,18.452,1.0,1.0,92.8571,0.7306
98.99,99.2022,1.0,7.20065,datasets\sentinel2_100_patch\images\sentinel2_cems_0024.png,0.9,0.72001,utility_aware_90,0.761905,20.4395,1.0,1.0,92.8571,0.7789
98.96,96.053,1.0,7.423514,datasets\sentinel2_100_patch\images\sentinel2_cems_0024.png,1.0,0.727148,utility_aware_100,0.761905,22.9866,1.0,1.0,92.8571,0.8146
99.77,430.6991,0.318131,6.508164,datasets\sentinel2_100_patch\images\sentinel2_cems_0025.png,0.1,0.796996,utility_aware_10,1.0,13.1963,0.214844,0.31681,51.2099,0.4218
99.66,292.8254,0.466833,6.521182,datasets\sentinel2_100_patch\images\sentinel2_cems_0025.png,0.2,0.764298,utility_aware_20,1.0,14.7561,0.355469,0.470399,61.636,0.5764
99.56,225.2839,0.511616,6.636881,datasets\sentinel2_100_patch\images\sentinel2_cems_0025.png,0.3,0.742507,utility_aware_30,1.0,15.769,0.350586,0.51395,64.2495,0.652
99.46,184.8483,0.616298,6.848838,datasets\sentinel2_100_patch\images\sentinel2_cems_0025.png,0.4,0.722724,utility_aware_40,1.0,16.6433,0.408203,0.623536,71.2047,0.7014
99.37,158.4829,0.636046,6.931408,datasets\sentinel2_100_patch\images\sentinel2_cems_0025.png,0.5,0.711691,utility_aware_50,1.0,17.3919,0.366211,0.64255,71.9549,0.7333
99.29,140.0146,0.636038,7.100524,datasets\sentinel2_100_patch\images\sentinel2_cems_0025.png,0.6,0.707476,utility_aware_60,1.0,17.8711,0.344727,0.643571,71.7602,0.7518
99.21,126.528,0.647531,7.047627,datasets\sentinel2_100_patch\images\sentinel2_cems_0025.png,0.7,0.698646,utility_aware_70,1.0,18.2404,0.353516,0.657583,72.5881,0.7663
99.15,117.4254,0.671009,7.338041,datasets\sentinel2_100_patch\images\sentinel2_cems_0025.png,0.8,0.693313,utility_aware_80,0.928571,18.5265,0.369141,0.680355,71.996,0.7788
99.1,110.9496,0.621194,7.101507,datasets\sentinel2_100_patch\images\sentinel2_cems_0025.png,0.9,0.691003,utility_aware_90,0.857143,18.8248,0.31543,0.632427,66.3649,0.7909
99.06,106.5007,0.731839,7.208192,datasets\sentinel2_100_patch\images\sentinel2_cems_0025.png,1.0,0.685434,utility_aware_100,0.928571,19.1264,0.439453,0.743725,76.3997,0.8035
99.75,397.3691,1.0,6.751936,datasets\sentinel2_100_patch\images\sentinel2_cems_0026.png,0.1,0.868849,utility_aware_10,1.0,9.6063,1.0,1.0,100.0,0.0926
99.63,268.4877,1.0,6.835301,datasets\sentinel2_100_patch\images\sentinel2_cems_0026.png,0.2,0.85665,utility_aware_20,1.0,9.8147,1.0,1.0,100.0,0.127
99.52,209.8109,1.0,6.897278,datasets\sentinel2_100_patch\images\sentinel2_cems_0026.png,0.3,0.858686,utility_aware_30,1.0,10.0484,1.0,1.0,100.0,0.1245
99.43,173.9463,1.0,6.977941,datasets\sentinel2_100_patch\images\sentinel2_cems_0026.png,0.4,0.855573,utility_aware_40,1.0,10.7634,1.0,1.0,100.0,0.1383
99.34,150.6869,1.0,6.946554,datasets\sentinel2_100_patch\images\sentinel2_cems_0026.png,0.5,0.856241,utility_aware_50,1.0,11.2656,1.0,1.0,100.0,0.1505
99.25,133.0673,1.0,7.065588,datasets\sentinel2_100_patch\images\sentinel2_cems_0026.png,0.6,0.847479,utility_aware_60,1.0,12.1378,1.0,1.0,100.0,0.1814
99.17,120.0541,1.0,6.868445,datasets\sentinel2_100_patch\images\sentinel2_cems_0026.png,0.7,0.833628,utility_aware_70,1.0,13.0179,1.0,1.0,100.0,0.2394
99.09,110.3001,1.0,6.822844,datasets\sentinel2_100_patch\images\sentinel2_cems_0026.png,0.8,0.808997,utility_aware_80,1.0,14.4187,1.0,1.0,100.0,0.3597
99.02,102.247,1.0,6.771047,datasets\sentinel2_100_patch\images\sentinel2_cems_0026.png,0.9,0.77483,utility_aware_90,1.0,16.2334,1.0,1.0,100.0,0.5112
98.98,97.6939,1.0,6.919302,datasets\sentinel2_100_patch\images\sentinel2_cems_0026.png,1.0,0.726508,utility_aware_100,1.0,22.0417,1.0,1.0,100.0,0.8121
99.77,441.8951,0.967327,6.345134,datasets\sentinel2_100_patch\images\sentinel2_cems_0027.png,0.1,0.853168,utility_aware_10,1.0,12.3598,0.555664,0.938177,93.0133,0.3756
99.67,302.0272,1.0,6.523258,datasets\sentinel2_100_patch\images\sentinel2_cems_0027.png,0.2,0.843828,utility_aware_20,1.0,12.8101,0.804688,0.997294,97.9928,0.503
99.57,230.0185,1.0,6.744778,datasets\sentinel2_100_patch\images\sentinel2_cems_0027.png,0.3,0.83089,utility_aware_30,1.0,13.2556,1.0,1.0,100.0,0.5821
99.47,189.4815,1.0,6.733473,datasets\sentinel2_100_patch\images\sentinel2_cems_0027.png,0.4,0.818296,utility_aware_40,1.0,13.6747,1.0,1.0,100.0,0.6405
99.38,162.3768,1.0,6.791001,datasets\sentinel2_100_patch\images\sentinel2_cems_0027.png,0.5,0.806701,utility_aware_50,1.0,14.3444,1.0,1.0,100.0,0.6897
99.3,143.4576,1.0,7.037656,datasets\sentinel2_100_patch\images\sentinel2_cems_0027.png,0.6,0.795677,utility_aware_60,1.0,15.2588,0.901367,1.0,99.0137,0.7253
99.23,129.0845,0.998765,7.14125,datasets\sentinel2_100_patch\images\sentinel2_cems_0027.png,0.7,0.77138,utility_aware_70,1.0,15.9256,0.841797,1.0,98.3686,0.7397
99.14,116.9473,0.987123,7.407408,datasets\sentinel2_100_patch\images\sentinel2_cems_0027.png,0.8,0.747552,utility_aware_80,1.0,16.9157,1.0,1.0,99.4849,0.7529
99.08,108.3568,0.861061,6.953806,datasets\sentinel2_100_patch\images\sentinel2_cems_0027.png,0.9,0.720379,utility_aware_90,1.0,17.8375,0.666992,0.877778,88.6679,0.7772
99.05,105.6025,0.851017,6.995302,datasets\sentinel2_100_patch\images\sentinel2_cems_0027.png,1.0,0.718249,utility_aware_100,1.0,18.7572,0.606445,0.854149,87.1881,0.8166
99.77,425.6854,0.139365,6.457459,datasets\sentinel2_100_patch\images\sentinel2_cems_0028.png,0.1,0.733593,utility_aware_10,1.0,10.9801,0.015625,0.142067,38.5722,0.2301
99.65,287.3826,0.250061,6.740189,datasets\sentinel2_100_patch\images\sentinel2_cems_0028.png,0.2,0.707234,utility_aware_20,1.0,11.9615,0.038086,0.25221,45.4275,0.3779
99.55,224.6196,0.326622,6.7468,datasets\sentinel2_100_patch\images\sentinel2_cems_0028.png,0.3,0.699678,utility_aware_30,1.0,12.9849,0.042969,0.330137,50.0973,0.4998
99.46,186.2616,0.383058,6.821867,datasets\sentinel2_100_patch\images\sentinel2_cems_0028.png,0.4,0.691331,utility_aware_40,1.0,13.9084,0.030273,0.387377,53.3726,0.5855
99.38,160.258,0.498673,7.009894,datasets\sentinel2_100_patch\images\sentinel2_cems_0028.png,0.5,0.682687,utility_aware_50,1.0,14.916,0.092773,0.503779,60.9502,0.6539
99.3,141.928,0.496983,6.898597,datasets\sentinel2_100_patch\images\sentinel2_cems_0028.png,0.6,0.677862,utility_aware_60,1.0,15.8369,0.041992,0.50994,60.498,0.7043
99.22,128.9413,0.575193,7.028042,datasets\sentinel2_100_patch\images\sentinel2_cems_0028.png,0.7,0.673339,utility_aware_70,1.0,16.7443,0.110352,0.588029,65.8718,0.7444
99.17,120.0053,0.630744,7.13819,datasets\sentinel2_100_patch\images\sentinel2_cems_0028.png,0.8,0.668527,utility_aware_80,1.0,17.6683,0.142578,0.633785,69.3312,0.7763
99.12,113.3692,0.581499,7.128315,datasets\sentinel2_100_patch\images\sentinel2_cems_0028.png,0.9,0.673906,utility_aware_90,1.0,18.2049,0.079102,0.600138,66.0537,0.7891
99.1,111.3914,0.644,7.171474,datasets\sentinel2_100_patch\images\sentinel2_cems_0028.png,1.0,0.694708,utility_aware_100,1.0,18.5337,0.12793,0.667323,70.3858,0.7843
99.73,377.1732,0.038784,6.041944,datasets\sentinel2_100_patch\images\sentinel2_cems_0029.png,0.1,0.775644,utility_aware_10,0.08,11.9202,0.079498,0.039534,5.537,0.2444
99.61,255.5891,0.093491,6.107959,datasets\sentinel2_100_patch\images\sentinel2_cems_0029.png,0.2,0.743663,utility_aware_20,0.36,12.2072,0.209205,0.095722,18.5461,0.3093
